手机没电一刻也不能耽误！我要充电！我要充电！德博世S80-16800毫安新推出MINI款，可增加手机续航9天，更轻巧更方便，快乐享受不断电~！MINI款仅需49元包邮，首批限量999台，立即在淘宝专卖店抢购 http://t.cn/zQ7ZxsF,1
您节省下来的这3元钱，将用于再障患者白雪的骨髓移植。一瓶“白雪可乐”，收获一份心灵上的清凉，帮助一个美好生命…… 您节省下来的这3元钱，将用于再障患者白雪的骨髓移植。一瓶“白雪可乐”，收获一份心灵上的清凉，帮助一个美好生命…… http://t.cn/zQL8PD7,1
在北京路逛了一个下午。出发去酒吧。晚上去看电影，三个傻傻的在瞎逛。  来自诺基亚地图 我在:http://t.cn/zQLhrgC,0
你是我最美的季节,1
无论你是文艺型男，还是雅痞型男，都要有件帅气显瘦的立领潮范衬衫！ (链接在评论第一条，淘宝会有很多图片供参考哦),0
昨晚的寿司真心不错，你们也去试试吧...[嘻嘻]@Ellen2011 @海天-中華蒙牛伊利小咖喱锅巴 @小红军宁宁 @鱼儿浪漫 @Song___ls @NAna827 @另一只熊__ @恶魔慧 @海天-黄艺萌 @saseamorra,1
#大众心语#年轻就是要疯狂，要美丽，要精彩，要跟着自己的直觉走，做了才有对错，经历才有回忆。,1
今天接到一个陌生来电，听见陌生又熟悉的声音，让我猜是谁。 内心里一些躲在角落的记忆翻滚出来， 避无可避。 惊觉是不是离过去太远了，以为自己不动，就会尘封。  开心是真的，不论是电话 短信 微信QQ 微博 只要有联系就好 朋友们。,1
清秀，不妖艳，淡粉色印花的棉衣衬托着可亲的性格，甜美的纱裙下摆掩藏着隐秘的心思。  http://t.cn/zHOrd7r,1
『10岁女孩没钱投币被请下公交 走1小时回家』 http://t.cn/zQLRX4a （分享自@新浪视野 WAP版） 人活的太死了,-1
优质小清新的上衣，夏季清爽迷人就靠它了哟！！ http://t.cn/zQhmumy,1
妈妈让小儿了去买西红柿，他到菜摊买了整整一菜篮子，结果因为太沉拎不回去，等妈妈找到他的时候，他已经蹲在马路边吃了十几个，很伟大的说：再吃几个我就拎得动了。#笑话#[微信关注讲笑话添加：jxh365 或：讲笑话],1
孟买酒红色，喜欢可以【微信sellcc】或者私信@100分皮具,1
“盛通创新第五期活动开始啦！ 苹果高清TV拿回家”，这个活动推荐给大家。 地址：http://t.cn/zQv7jIf,0
"【我不中谁中！】旗舰机皇,承载双卡双待,强势登陆点评团!三星GALAXY S4免费送!绑定新浪微博或邀请1位新用户多送5个抽奖号! http://t.cn/zHuPhAs（关注@点评团_上海，让我们团在一起）",0
【微软抬出IE10另类优势：比竞争对手省电两成】6月6日讯，微软突然“抬出了”IE浏览器的一个意外优势：一份研究报告称，IE比火狐等浏览器省电降近两成。其实人们更加注重对主流网站访问效果、以及某些指标的对比。那在挑选浏览器时，你会考虑省电性能吗？,0
[音乐盒] #我正在听# 《As I Roved Out》 http://t.cn/zTxtpnV （分享自 @新浪乐库）,0
【《像火花》今夜收官 精装言情落幕看点多】霸气胡军 反派唐立平 新浪娱乐讯 由华夏视听、东阳欢娱出品，于正工作室承制的电视剧《像火花像蝴蝶》，即将于今晚(3日)在江苏卫视、东方卫视黄金档收官落幕。剧中，江一燕饰演的永芳正在一步步完成自己...http://t.cn/zQPrJdn,0
B&O A8耳机香港门店纯耳机款1700HKD，带麦克风和音量线控款2000HKD。纯耳机款按今日汇率RMB1348，全球联保三年[耶]听了一个多小时最大感受是隔音效果大大超出预期，钢琴听起来饱满而且层次分明，特别是从来没听清楚的月光三低音部分终于听到了，协奏左右声道产生的共鸣好棒！iPhone和iPod都能推很感人,1
今天心情真不好啊。 我刚刚用@百度美拍 分享了一张我的私房照，还能听到我的声音哦。快来跟我一起玩美拍啊：http://t.cn/zTvKxU2,-1
"[衰]当超级英雄们都变成了一群鸡 来自 @搞笑囧图App, 苹果和安卓下载→ http://t.cn/zTzcAfF",-1
好累好累。好啦洗完还是比较美的,1
更多新款 请加微信 jiaolile3323 每天都有更新 我在:http://t.cn/zQLow8t,0
新浪纯属备份- -,0
这款美瞳是【GEO MagicBeauty 四色棕】http://t.cn/zOV3DpO  微乐美瞳 微信vvvlcn QQ 4006774773 私信 @微乐眼镜网,0
2013-06-23期 一个时代的告别 麦蒂生涯十佳球闪回光辉岁月 - 高清在线观看 - 腾讯视频 http://t.cn/zHdAtM0,1
生命的过程本来就是随意的。我们日复一日地在路上走着，说不定哪天在这条路上就会有故事发生。日子一天一天过去，从花开到花落，从花香浓郁到花香淡去。平和地接受生命中的每一次赐予，不必抱怨你得到多少。美和不美的东西你都得接受，生活就是这样。当你不求全责备时，你才会感到满足。,1
