"【That Place In Your Heart -- Leslie Dowdall (中英字幕）】:天使般温柔的声音！！超级震撼的声音,更加震撼的mv！！！唯美的歌配上唯美的景色，就是种享受@@@@简洁...http://t.cn/zTXWwTg  --分享@卍阿卑罗王卐 微刊《全音乐》里的文章  http://t.cn/zQPjBHX",1
泪了…把那信看完我泪了…你到底是我什么人你到底对我有多重要你告诉我…我想不明为什么每次你写信给我我都要用几节课回，我都要那么认真的去看每个字，为什么！你告诉我！！！我最想问的是你爱过我吗？！我知道你们曾经都唾弃过我，对我是不好，我是不喜欢借桶给别人我是不喜欢帮别人买苹果…,-1
饿了，一天只吃了一顿变撑了一整天。。。饿了，啃了个苹果期待某天去吃个麦当劳儿童餐拿个可爱的玩具。,1
"有些人只是遇见，匆匆行程里眼光的一次对视。有些人会在心上驻留一些时间，带给彼此温暖。那是最美的一种际遇，留待余生去不断重复地去想起。某天再回头看，很多事已经模糊，很多人已经淡忘，只有很少的人和事与我们有关，牵连着我们的幸福与快乐，请记得要面带微笑,从容自若地去面对生活。"  ,1
我今天在#微盘签到#获得了427M免费空间，好运指数4颗星，你也来试试手气吧http://t.cn/aoXFJa @微盘 新浪网旗下云存储网盘！,1
医院在几天的运作中发现的问题 1、微信挺适合民营医院的妇产科医院，男科医院，整形医院，健康管理中心营销 2、每天在微信的耗时和摇动时间上大概在12个小时。客户一般集中在早晨的上班时间、午休时间、下班时间、午夜时间,0
同志社大学哲学教授的研究方向简表，一眼扫下去人名有康德，黑格尔，胡塞尔，列维纳斯，アンリgoogle了下才知道是指柏格森……,0
新浪演播室#明星畅聊会#方逸伦也喜欢王力宏，好棒！ http://t.cn/zQhjjhQ,1
【宝马1系GT七座版最新谍照 明年发布】这辆原型车看上去比标准款的五座版1系GT要大，还拥有了更长的后车门以及加长的轴距，这会更加方便乘坐者进入第三排座空间。该车将提供FWD前轮驱动和AWD全轮驱动两种设置，可能会配备新款三缸1.5升TwinPower涡轮增压式发动机。,0
【6-8万元 M3开回家】6-8万人民币，1.5升自然吸气发动机M3到手，不过不是宝马，而是海马，作为一辆国产车，不到10万元的价格，就能有104马力的1.5升自然吸气发动机和5MT变速箱，还配备六安全气囊和ESC电子稳定系统。入市后将与长城C30等车型竞争。,0
【世界上最美的10件事】1.初吻；2.看日出；3.与很在乎的那个人牵手；4.躺在床上听屋外的雨声；5.每次看到那个人心里七上八下的感觉；6.深夜不眠与室友聊天；7.一个信任的眼神；8.睡觉的时候，太阳照在身上；9.一觉醒来发现还可以睡上几小时；10.冬天里暖和的被窝。,1
“我成亲了。”“恭喜恭喜，能讲一下细节吗？”“注册了个淘宝，就变成亲了。” 【转】,1
@施华洛世奇水钻DIY 您好！【微问】为网友向您寻求电子数码方面问题的帮助：“诺基亚920现在多钱了？国行  ...” 『帮助别人，获得礼品』 【回答请点击： http://t.cn/zQv19s7 】不愿收到求助信息，点击：http://t.cn/zTPze3U 感谢您的乐于助人 !,1
【中移动：未要求微信收费】5约1日讯，中国移动董事长奚国华昨日在出席股东大会时坦言，微信的发展是对电信企业的一项挑战，因为过去的2.5G网络发展没有考虑到这类高用量软件的使用。为此，中国移动将与腾讯商讨改善微信占用网络资源的问题，但没有要求腾讯就微信服务向客户收费。,0
#美梦成真#我刚刚参加了美团网的苹果 iPhone 5抽奖，大家都来碰碰运气吧~[偷笑] @美团 http://t.cn/zQLiLII,1
"自从认识了你,疲累、辛苦、紧张、压抑，都远离了我。换来的是对你深深的思念，换来的是对你绵绵的爱恋，还有还有，甜甜的寝食不安、美美的坐卧不宁。优美的句子",1
晒后一片白回来，夏天补水美白神器！独家三层防护面膜，800倍补水渗透肌肤，男女通用，N多红人推荐款[嘘] http://t.cn/zQUz7Kj,1
月如钩 晚安咸阳 新浪陕西咸阳频道,0
【俄媒：联通等企业弃用美国设备防网络攻击】据俄罗斯《生意人报》6月25日报道，美国情报机构前雇员爱德华·斯诺登逃离美国的焦点新闻对中国造成了出乎意料的影响。中国几家电子通信企业开始弃用美国设备。,0
无论哪一件事情，只要从头到尾一直做，一直做，自然会形成一种动人之处，一种最美的风景。晚安~,1
分享超有意思的活动 #必应Bing PK 谷歌Google# 我就是评委！@必应搜索 还是谷歌Google？5轮搜索测试即见分晓！Surface平板电脑与微软鼠标等你拿！试试你选谁？ http://t.cn/zHCkCuH,1
✨爱马仕✨lindy togo 樱花粉，金银，出货拉~  大熱款 ，把您喜歡的更多款發圖給我吧，微信：love--gaoduan,0
"我今天在#微盘签到#获得了1024M免费空间,好运指数5颗星,你也来试试手气吧~@微盘 新浪网旗下云存储品牌，超大存储空间，海量资源下载，手机电脑数据任你同步，人手一盘，微力无限，快来体验吧！ http://t.cn/aoXFJa",1
苹果创意个性手机壳 iPhone5开瓶器外壳 开啤酒 金属边框套包邮 http://t.cn/zQhq3eK,0
阁楼的采光是完美的，特别是采用了独具风格的斜开天花板，及其对称，让空间看起来不那么空旷单调。灯光的使用也极具美感。,1
话说六月天孩子脸，正当农历6月间，南晴北雨，四川的大水，老天的招数真让人猜不透。唯一能确定的是：关注四川元祖微信，回复【猜图赢雪月饼】参与四川元祖官方微信的活动，元祖雪月饼就能抱回家。心动不如行动，现在就去猜图吧！,0
诺基亚当初认为苹果iPhone构不成威胁的原因是太贵且未能通过基本抗摔测试。但让他们没想到的是：如果把手机做的特别贵，一般人就不舍得摔了.,0
【Gullwing America】以通过现代技术重塑经典车型而著称，而2013年，他们将目光投向了AMG家族，以2012款SLS AMG为灵感，在1955年款梅赛德斯奔驰300 SC的基础上，改造完成了一部贵族气十足的敞篷作品，并命名为300SLC。,0
城管简历怎么写？？？百度知道你太有才了。。。。,1
301 Moved Permanently http://t.cn/hqpZqq  （分享自 @新浪视频）,0
